filename, push-downs, push-ups
pushup-20-1624-_jpg.rf.98c2904d36f455d3931733b7b81bf880.jpg, 0, 0
pushup-20-727-_jpg.rf.995169fa50c16c6625d1bc3dcd204f6c.jpg, 1, 0
ezgif-frame-026_jpg.rf.98957858330efd8b58447063ff9ca2b3.jpg, 0, 1
pushup-20-422-_jpg.rf.99c1755454cb79dd8a067f60ba009855.jpg, 0, 1
pushup-20-353-_jpg.rf.99614375784f8972921e08e6a834a45b.jpg, 1, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-74_jpg.rf.98f9afed47f78c25f2784e2668940825.jpg, 0, 1
pushup-20-2015-_jpg.rf.986dae7173c2746dd56379b38237f0e4.jpg, 0, 0
pushup-20-606-_jpg.rf.99c186e1dee7bab55e97a7046ab46121.jpg, 0, 1
images-29-_jpeg.rf.9865c166f452defc7784c14d71964f1a.jpg, 0, 1
pushup-20-2030-_jpg.rf.99cf26a2e4ec17510f9a4c04f1cba8ed.jpg, 0, 0
pushup-20-90-_jpg.rf.99ed753e3630d0cdbab84e9ac92bebb2.jpg, 0, 1
pushup-20-233-_jpg.rf.9b5da238e5bcc551ea96efb0bdca9291.jpg, 0, 1
images-28-_jpeg.rf.99fc6bf82b459e8aeba188cb910368d5.jpg, 1, 0
pushup-20-684-_jpg.rf.9b0c75385c1277aaf7e461efcc6ff249.jpg, 1, 1
pushup-20-340-_jpg.rf.9b9e8fd5b001814a5273f562a41d875a.jpg, 0, 1
pushup-20-44-_jpg.rf.9b82b66b3b7c35a120ec7a6a917e5ede.jpg, 1, 0
pushup-20-1201-_jpg.rf.99ef0fdf62681575dc48474ef94828b9.jpg, 0, 1
pushup-20-2006-_jpg.rf.9a41e4959f293cdcd49aaf14631b5851.jpg, 0, 1
pushup-20-848-_jpg.rf.9c35573cc99a0a012957f3cdf96c0a32.jpg, 1, 0
pushup-20-1381-_jpg.rf.9bcd0bc5eb17087feb1c2e08f001c526.jpg, 1, 0
pushup-20-250-_jpg.rf.9c9da3a885747b3fe90adc8d9de9add2.jpg, 1, 0
pushup-20-1440-_jpg.rf.9ba7a1ef008732615db92c9988bdfcad.jpg, 0, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-124_jpg.rf.9ae27520c7c336566e5d623c665c3c39.jpg, 0, 1
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-132_jpg.rf.9c62b242b03915437568d124eb771fde.jpg, 0, 1
pushup-20-1657-_jpg.rf.9c98a0fd2279cb0f289ac07bfdb83521.jpg, 0, 1
push-ups_mp4-29_jpg.rf.9bc0b6552bbeb4df4f21f3012401ce51.jpg, 0, 1
pushup-20-1815-_jpg.rf.9b7ec0288e5d0262da2f98a70d517602.jpg, 1, 0
pushup-20-659-_jpg.rf.9a7744a305111bc435fcdafc3cad6c5a.jpg, 0, 1
pushup-20-1253-_jpg.rf.9c12ca2a62aed58c8f54e36de85ae5da.jpg, 1, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-7_jpg.rf.9bcf77cc64e8d44f684909e6a6caf64a.jpg, 0, 1
pushup-20-905-_jpg.rf.9ae86602629229d524ac21ab03337839.jpg, 0, 1
The-Best-CrossFit-Workouts-for-Beginners_jpg.rf.9a7f555afad1d4b3f9b936b9436c0f4e.jpg, 0, 1
ezgif-frame-029_jpg.rf.9ca3170378b2fae59f9ade5261848945.jpg, 0, 1
pushup-20-1245-_jpg.rf.9c6c0188091bd306a01e8673c14ef328.jpg, 1, 0
push-ups_mp4-19_jpg.rf.9ace0ef9fb596188e6a9fdb8bd927ed4.jpg, 0, 1
pushup-20-1419-_jpg.rf.9ca7554cabb4f65a6b7cc00082fa4e15.jpg, 0, 0
th-12-_jpeg.rf.9d171273644ff163e2798498c8ba0e0d.jpg, 0, 0
pushup-20-1008-_jpg.rf.9cd9514d0dd6085ac65cd7b27f8051bf.jpg, 0, 1
pushup-20-810-_jpg.rf.9d1969f763639a9ee5d84b51771ba9e7.jpg, 1, 0
pushup-20-156-_jpg.rf.9d282b366722fb68ced76967a0a53965.jpg, 1, 0
pushup-20-668-_jpg.rf.9d7fb04c99cd2e528e9c0444a213094f.jpg, 0, 1
pushup-20-195-_jpg.rf.9cab4aac72aecbe5146b0a3c54356a37.jpg, 0, 1
pushup-20-1483-_jpg.rf.9e183afe5d556f932c3765fb43d2c365.jpg, 0, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-177_jpg.rf.9f7caa21b91b967bae6619916f4cc412.jpg, 0, 1
pushup-20-816-_jpg.rf.9d76ab4a21a70f7b5de02ce1873719de.jpg, 0, 1
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-52_jpg.rf.9cf0b8e84797135d1123f743ad88007f.jpg, 0, 1
pushup-20-1731-_jpg.rf.9ebccb6990531f156613d9e3879066c5.jpg, 1, 0
pushup-20-808-_jpg.rf.9eb3551845f164a884447fd0c1696746.jpg, 0, 1
pushup-20-292-_jpg.rf.9ea01b6aaec588316df1b4a89e27cd0f.jpg, 0, 1
pushup-20-410-_jpg.rf.9fc54e4511740b8a1801f7fcbf2553b2.jpg, 0, 1
pushup-20-1157-_jpg.rf.9e9534b272962d4dea53d1b7efaefe9d.jpg, 0, 1
pushup-20-594-_jpg.rf.a08179dab1beee7ba735f6b5bf7d6082.jpg, 0, 1
pushup-20-1692-_jpg.rf.9f1701d011e7e1e94e223abddf606791.jpg, 0, 0
pushup-20-1455-_jpg.rf.9f5302d2df2ccd1d9903c45a61038368.jpg, 0, 0
pushup-20-1900-_jpg.rf.a065760acf8c3b92dcfe08e72ba91e2d.jpg, 0, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-147_jpg.rf.9d2e39f208015faaf264f0b07993380f.jpg, 0, 1
push-ups_mp4-72_jpg.rf.9dc098c2ea84ebc65c3dcd614cca2bef.jpg, 1, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-12_jpg.rf.a0a3f200710d3d1a515042dff3619d96.jpg, 0, 1
12a8389087e7c29a1ed7feb1a0105d28-1-_jpg.rf.9bdc6e7150e8e388a02ae75bcd63650b.jpg, 0, 1
pushup-20-1403-_jpg.rf.a0cc08fb444b277fdab4cf6fd4fec896.jpg, 0, 1
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-129_jpg.rf.9e75d5d3019fb8fb53493529169b2e72.jpg, 0, 1
gettyimages-573105435-612x612_jpg.rf.a08b9d58d7ee244b6a4b35de4022b932.jpg, 1, 0
pushup-20-894-_jpg.rf.a0dc52a1cd9211f6428882d6ba2e9c6b.jpg, 1, 0
pushup-20-530-_jpg.rf.a0cc8e856b257875f9f4a6aeeb827f7c.jpg, 0, 1
pushup-20-1845-_jpg.rf.a14aeb84e777d6f3a0e64814ab5f7665.jpg, 0, 0
pushup-20-1393-_jpg.rf.a27d240f1eef6cee0f5d7cc54847890d.jpg, 1, 0
pushup-20-183-_jpg.rf.a0ebf0968d691bcae4f08de858f00e45.jpg, 1, 0
pushup-20-298-_jpg.rf.a20f09d86cfc64849fac3ff1966fe00c.jpg, 0, 1
pushup-20-1512-_jpg.rf.a1ab4ec135a24b4d061b02e47f4f5804.jpg, 0, 0
pushup-20-1291-_jpg.rf.a249bd4d544ee6716192920930144f74.jpg, 0, 1
pushup-20-1121-_jpg.rf.a29a86180f501fc72cf10d1967024038.jpg, 1, 0
pushup-20-634-_jpg.rf.a2e4e1b10d91e195134ac2aa8266eb54.jpg, 0, 1
pushup-20-494-_jpg.rf.a2b89d6af8a7a21161cd90b222113de3.jpg, 1, 0
pushup-20-445-_jpg.rf.a23add62ed933b66558d1557e63a4b4f.jpg, 0, 1
pushup-20-2051-_jpg.rf.a2d083bd89ce61331d89734c715d5c24.jpg, 0, 0
pushup-20-1604-_jpg.rf.a48de4e04cc5867133ddc1a36f3e0869.jpg, 0, 0
pushup-20-1019-_jpg.rf.a197863bf7667a13dad75d5b6be49adf.jpg, 0, 1
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-198_jpg.rf.a4381163105541eadd33722a238ff84c.jpg, 0, 1
pushup-20-553-_jpg.rf.a388f3bfb35458987be60720ba6f5d15.jpg, 1, 0
pushup-20-3-_jpg.rf.a31735529504d854b8af7138821ded97.jpg, 0, 1
pushup-20-2090-_jpg.rf.a403e617ffc24a683cdefef57de96023.jpg, 0, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-164_jpg.rf.a3954ba2ca31a2c6b12e48415d68cb2f.jpg, 1, 0
pushup-20-448-_jpg.rf.a330fd3e3e2dc7e21328841078d60e24.jpg, 0, 1
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-180_jpg.rf.a4e68a78c9341930e2ac4c647dfa0b2b.jpg, 0, 1
pushup-20-1806-_jpg.rf.a392de4be3ca6dd8c8834c7ceda11c14.jpg, 0, 0
pushup-20-1372-_jpg.rf.a45d9d529bd5aa4765ab7819a8c4c1dd.jpg, 0, 1
pushup-20-796-_jpg.rf.a4aa81120fed30ac77dae5430981a24f.jpg, 1, 0
images-18-_jpeg.rf.a59730b2cc4af58424a8b3ebb2573958.jpg, 1, 0
pushup-20-1866-_jpg.rf.a5cf3d85e3638b0c2c7812d43c85469d.jpg, 0, 0
medium-shot-man-training-with-yoga-mat_jpg.rf.a48f19f1084c70d1152dc0a55047d71f.jpg, 0, 1
pushup-20-1446-_jpg.rf.a47989a0f6d77090a605d44a189966c2.jpg, 1, 0
pushup-20-1252-_jpg.rf.a618851ae1842760bc37f58869c74507.jpg, 0, 1
pushup-20-2108-_jpg.rf.a59126755345499a623652671c2e7443.jpg, 0, 0
gettyimages-642194490-612x612_jpg.rf.a6613f372c24cf7c43c3a70a9ef6ee13.jpg, 0, 1
pushup-20-1162-_jpg.rf.a647e5b91bc788076b1ec6ecbcea15c9.jpg, 0, 1
pushup-20-1192-_jpg.rf.a6768ac80ea88997a52c73bc1d120628.jpg, 0, 1
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-175_jpg.rf.a77c1905907b28efd38a4fbe5ce24ede.jpg, 0, 1
pushup-20-1260-_jpg.rf.a733759ea2156800955f09c189f5dd47.jpg, 1, 0
pushup-20-1354-_jpg.rf.a6dde85ff729f908d1344f172a486e3c.jpg, 0, 1
pushup-20-1103-_jpg.rf.a6f1708a88794d44871a02f20509d9a3.jpg, 1, 0
pushup-20-2180-_jpg.rf.a73f0f67fbca25b5caba3fff838337d9.jpg, 0, 0
images-61-_jpeg.rf.a90f6f08b2518ad8c14134db7269b1a7.jpg, 1, 0
pushup-20-205-_jpg.rf.a8581df78e232f402b33953387e59902.jpg, 0, 1
pushup-20-2096-_jpg.rf.a847164810412ecc51fd16db537361cb.jpg, 0, 0
download-3-_jpg.rf.a728dbb16948beb002394300b042f9c0.jpg, 1, 0
pushup-20-1394-_jpg.rf.a7a842bb2c05e05e1d1f502b0f67dbe4.jpg, 1, 0
pushup-20-1081-_jpg.rf.a87800ebe72a862dfa0160cef41adf23.jpg, 0, 1
pushup-20-2101-_jpg.rf.a72018db2e4acb80f17e829d1f8ad9ea.jpg, 0, 0
pushup-20-1289-_jpg.rf.a79e1daf99cffd7e2da5bf64f1a77178.jpg, 1, 0
pushup-20-1952-_jpg.rf.a79602efa61f4a702fc755b3ac8b4f25.jpg, 0, 0
pushup-20-631-_jpg.rf.aa262bbd914fa5c108ab5a3fa42ad6f6.jpg, 0, 1
images-21-_jpg.rf.a773d7f77dbed7bda62fa7b9a52aa28c.jpg, 0, 1
6426c9d10947e378daa3cdbab2504c25_jpg.rf.aa413cc1f6659eee16adabd4d714dae5.jpg, 1, 0
pushup-20-814-_jpg.rf.aa34f16cc10a63206340596d5d634a1a.jpg, 1, 0
pushup-20-1487-_jpg.rf.a97d101cfbf33fc712d45cc2e115fe36.jpg, 0, 1
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-29_jpg.rf.a8bdd8ae4098db71a74c455fc8a02994.jpg, 0, 1
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-159_jpg.rf.a9afe89a423890e226bb75bba58e862d.jpg, 0, 1
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-38_jpg.rf.ab716fd9a46bd2568901515f0e4914ce.jpg, 0, 1
OIP-45-_jpeg.rf.abd5fce366c44ae57bd79ea4a0a1822f.jpg, 1, 0
pushup-20-1610-_jpg.rf.ac895207813a4f43e6de38a9ef71202f.jpg, 1, 0
pushup-20-2172-_jpg.rf.ac66631790812212da42bcc8d2cdc661.jpg, 0, 0
push-ups_mp4-39_jpg.rf.abc1858aa3a528ba9e3eaa17599866f0.jpg, 0, 1
images-11-_jpeg.rf.abc4f63f9246d53e0de09801bfc5421c.jpg, 0, 1
pushup-20-1536-_jpg.rf.aa460e028c2cd05c18e78209b86ec8db.jpg, 0, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-25_jpg.rf.ac03bb88f9daaf4a30f7b224b4ef5d4d.jpg, 0, 1
pushup-20-1707-_jpg.rf.ab3992fc8d0912d3da38881dedaabf21.jpg, 0, 0
pushup-20-1340-_jpg.rf.aca9ee58ae6aa3231f410d4af299ae0a.jpg, 1, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-55_jpg.rf.add71fd190b72039b27fa72bad44c718.jpg, 0, 1
pushup-20-576-_jpg.rf.adb336f6e5911c8eb27188abbb6ccd6a.jpg, 0, 1
pushup-20-220-_jpg.rf.ac4ba6f2e8ccf8b0ba981ccb84f83b3b.jpg, 0, 1
pushup-20-1771-_jpg.rf.ac0b88d330a641262b69290e87053b6f.jpg, 0, 1
pushup-20-1759-_jpg.rf.aaca2c4e07e7420a1519411392e78d0c.jpg, 1, 0
pushup-20-1272-_jpg.rf.ae1a441fb47aa0e2ced0ee1490d8e29b.jpg, 1, 0
push-ups_mp4-45_jpg.rf.ab509a09db2fc14ceed926d19d7b1697.jpg, 1, 0
pushup-20-1746-_jpg.rf.ad40509922a28e8437283dee4f91624d.jpg, 1, 0
pushup-20-1721-_jpg.rf.ad529500d1639ee48c34d7e0ddaaf7ce.jpg, 1, 0
pushup-20-1875-_jpg.rf.ae10b26791b7022abe5296f546405d1e.jpg, 0, 1
pushup-20-331-_jpg.rf.aaa53526e51f22df6cdad14af5c99455.jpg, 0, 1
images-45-_jpeg.rf.ad9bac42b0514f223860ca8c4aa08546.jpg, 0, 1
pushup-20-1250-_jpg.rf.adcbc414f0d2f92db8da7e89a1a0cbdb.jpg, 1, 0
pushup-20-1727-_jpg.rf.ac11863b8221680de5a30fefb96af290.jpg, 0, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-118_jpg.rf.ac58d9651ba8655ac22af6bfef3c3b81.jpg, 0, 1
pushup-20-1853-_jpg.rf.ae3de10d604797cb8e2f5ab30cec8df4.jpg, 0, 0
pushup-20-1643-_jpg.rf.ae49c20087808d87a1133bfda95400ba.jpg, 1, 0
images-2-_jpg.rf.aebf96ebb20a0728a59113b0c923999b.jpg, 0, 1
pushup-20-210-_jpg.rf.ae4e5f72526411f018fae5edc957ca82.jpg, 0, 1
pushup-20-638-_jpg.rf.af1db61595fd696295d3f070c3d0b879.jpg, 0, 1
pushup-20-1602-_jpg.rf.af516f4d34ee9ed4ec9080c3bbc77c73.jpg, 0, 1
push-ups_mp4-67_jpg.rf.aeb69b0cf1c71cb519e017e262fdcca7.jpg, 1, 0
download_jpg.rf.b0016f383a03329ddf2921b91884cd82.jpg, 1, 0
push-ups_mp4-34_jpg.rf.afdad25fd8787ea4eadaea4176421cab.jpg, 1, 0
pushup-20-621-_jpg.rf.affd5f2c347c0d4cda550747facea86d.jpg, 0, 1
pushup-20-1893-_jpg.rf.af999b9e9ea174c3606336866678b304.jpg, 0, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-34_jpg.rf.aefeafbf0899fcc2044e98a004d5e90c.jpg, 0, 1
pushup-20-629-_jpg.rf.af5c2d28e997dd74d67532fa8e4e570b.jpg, 0, 1
pushup-20-18-_jpg.rf.b0dabb0052a21b79ae119a43ffc1aa21.jpg, 0, 1
pushup-20-395-_jpg.rf.b0a25a62dcdf970680400caf767ef5f5.jpg, 1, 0
pushup-20-1118-_jpg.rf.aedcb869c42ab9a0c0c828037d7d983a.jpg, 1, 0
pushup-20-119-_jpg.rf.b11d0ba726c77251dc81a0f67a3d4cca.jpg, 0, 1
push-ups_mp4-30_jpg.rf.b0b0b3d223d2910ba0001404fdda26db.jpg, 1, 0
pushup-20-1189-_jpg.rf.b09ce23543948e63c5bb7d908cc32d4d.jpg, 1, 0
pushup-20-1335-_jpg.rf.affbfe67071c86ce48d4620bf7e981a4.jpg, 0, 1
joe-mcferrin-sy7c02m7M-M-unsplash_jpg.rf.b0e1a6a52dba8634c18ca097917336bd.jpg, 1, 0
pushup-20-1134-_jpg.rf.af83afe859c0315a88645a59e620df3f.jpg, 0, 1
pushup-20-2170-_jpg.rf.b01b00c43f692fbc1885818cd1cfaa4d.jpg, 0, 0
WhatsApp-Video-2023-12-04-at-19_13_21_0e45c407_mp4-213_jpg.rf.b073356a4b990063213faf178936780e.jpg, 0, 1
pushup-20-1744-_jpg.rf.b1b9e6044165c4a24b8bbb61c2e1cd04.jpg, 1, 0
1e45ef3b8cd14269cae6676f9f694498_jpg.rf.b194e9f183843e6e6c7aaed4a1c296d8.jpg, 0, 1
pushup-20-738-_jpg.rf.b18b27ff56f127931e8a6111bc00280e.jpg, 1, 0
pushup-20-1748-_jpg.rf.b185ab9e75d01e8a7c34e0fd1cb9c30d.jpg, 1, 0
pushup-20-14-_jpg.rf.b0cab5e78f900db45cf3d0f3cd9faced.jpg, 0, 1
pushup-20-697-_jpg.rf.b1a3ba7d59f8f9056c47f527d2842691.jpg, 0, 1
